job_level,performance_rating,job_role,age,job_satisfaction,company_size,employee_id,leadership_opportunities,company_reputation,marital_status,overtime,employee_recognition,attrition,education_level,gender,number_of_promotions,years_at_company,innovation_opportunities,work_life_balance,distance_from_home,remote_work,monthly_income,number_of_dependents,age_group,commute_distance,years_per_promotion,loyalty_bucket,income_tier,has_dependents
Senior,Below Average,Healthcare,54,High,Small,27323,0,Fair,Single,0,Low,0,Bachelor’s Degree,Male,0,25,0,Good,40,0,7120,4,46-55,Medium,25.0,Stagnant (No Promos),Middle Income,Has Dependents
Senior,Below Average,Technology,46,High,Large,37845,0,Poor,Divorced,0,Low,0,Master’s Degree,Male,0,36,0,Fair,11,0,9576,3,46-55,Short,36.0,Stagnant (No Promos),High Income,Has Dependents
Mid,Below Average,Media,56,Very High,Small,46059,0,Good,Married,1,High,1,Associate Degree,Female,0,35,0,Poor,54,1,6327,2,56+,Medium,35.0,Stagnant (No Promos),Middle Income,Has Dependents
Entry,Below Average,Education,46,Medium,Medium,25075,0,Good,Single,0,Medium,1,Bachelor’s Degree,Male,1,28,0,Fair,94,0,4950,4,46-55,Long,14.0,Stagnant (No Promos),Low Income,Has Dependents
Entry,Average,Media,31,Very High,Medium,72712,0,Poor,Married,0,High,0,Bachelor’s Degree,Male,0,22,0,Excellent,68,1,5779,1,26-35,Long,22.0,Stagnant (No Promos),Low Income,Has Dependents
Mid,Average,Education,37,High,Small,2534,0,Poor,Single,1,Medium,1,Associate Degree,Male,0,28,0,Good,42,0,4904,3,36-45,Medium,28.0,Stagnant (No Promos),Low Income,Has Dependents
Entry,Average,Technology,34,High,Medium,18123,0,Good,Married,1,Medium,0,Master’s Degree,Female,2,21,0,Poor,10,0,11751,1,26-35,Short,7.0,Average Promotion,High Income,Has Dependents
Mid,Average,Education,39,High,Large,10282,0,Good,Single,0,Low,0,Associate Degree,Male,1,25,0,Excellent,89,0,4836,0,36-45,Long,12.5,Stagnant (No Promos),Low Income,No Dependents
Entry,Average,Media,20,Medium,Small,5671,0,Good,Married,0,Low,1,Associate Degree,Female,2,8,0,Fair,12,0,5585,4,18-25,Short,2.6666666666666665,Fast Promotion,Low Income,Has Dependents
Entry,Average,Media,56,High,Medium,7054,0,Poor,Single,0,Low,1,Associate Degree,Male,0,9,0,Good,55,0,5316,1,56+,Medium,9.0,Average Promotion,Low Income,Has Dependents
Entry,Average,Technology,56,High,Small,71008,0,Good,Married,0,Low,1,High School,Male,2,29,0,Fair,42,0,6930,1,56+,Medium,9.666666666666666,Average Promotion,Middle Income,Has Dependents
Mid,Average,Healthcare,58,High,Small,30678,0,Good,Divorced,0,Low,0,Associate Degree,Male,1,11,0,Good,38,0,7852,3,56+,Medium,5.5,Average Promotion,Middle Income,Has Dependents
Senior,Below Average,Education,34,High,Medium,1541,0,Fair,Married,0,Low,1,Bachelor’s Degree,Female,0,25,1,Fair,10,0,4430,1,26-35,Short,25.0,Stagnant (No Promos),Low Income,Has Dependents
Senior,Below Average,Education,28,Very High,Small,25999,0,Good,Married,0,High,0,Associate Degree,Male,2,17,0,Good,31,0,4154,0,26-35,Short,5.666666666666667,Average Promotion,Low Income,No Dependents
Senior,Average,Technology,36,Medium,Small,2959,0,Poor,Single,0,Very High,0,Bachelor’s Degree,Female,1,5,0,Fair,30,0,7017,6,36-45,Short,2.5,Fast Promotion,Middle Income,Has Dependents
Mid,Average,Media,21,Very High,Medium,59642,0,Poor,Divorced,1,Medium,1,PhD,Female,0,10,0,Good,93,1,5802,3,18-25,Long,10.0,Average Promotion,Low Income,Has Dependents
Mid,High,Education,27,Low,Large,18149,0,Good,Married,1,Medium,0,Bachelor’s Degree,Female,1,10,0,Good,88,1,4136,3,26-35,Long,5.0,Fast Promotion,Low Income,Has Dependents
Senior,Low,Media,35,High,Medium,43162,0,Good,Married,0,Low,0,Bachelor’s Degree,Male,0,20,0,Fair,16,0,5988,3,26-35,Short,20.0,Stagnant (No Promos),Low Income,Has Dependents
Mid,Average,Media,32,Medium,Small,23485,0,Excellent,Married,1,Medium,0,Associate Degree,Male,0,7,0,Good,2,1,6552,1,26-35,Short,7.0,Average Promotion,Middle Income,Has Dependents
Mid,Below Average,Media,54,High,Small,67740,0,Poor,Married,1,Low,1,Associate Degree,Male,1,22,0,Good,41,0,5059,0,46-55,Medium,11.0,Average Promotion,Low Income,No Dependents
Entry,Average,Technology,26,High,Large,35782,0,Poor,Single,0,Medium,1,Bachelor’s Degree,Male,0,12,0,Excellent,73,0,7643,1,26-35,Long,12.0,Average Promotion,Middle Income,Has Dependents
Mid,Average,Technology,46,Very High,Medium,20038,0,Good,Single,0,High,1,High School,Male,1,36,1,Good,66,0,7961,0,46-55,Medium,18.0,Stagnant (No Promos),Middle Income,No Dependents
Entry,Average,Education,46,High,Medium,4333,0,Good,Married,0,Medium,1,High School,Female,0,6,0,Good,3,0,3576,0,46-55,Short,6.0,Average Promotion,Low Income,No Dependents
Mid,Average,Healthcare,37,High,Small,66080,0,Poor,Married,1,Medium,1,Master’s Degree,Female,0,4,0,Good,82,1,8242,3,36-45,Long,4.0,Fast Promotion,Middle Income,Has Dependents
Mid,Average,Technology,59,High,Medium,52449,0,Excellent,Single,1,Low,0,High School,Female,1,17,1,Excellent,72,0,8759,5,56+,Long,8.5,Average Promotion,High Income,Has Dependents
Mid,Below Average,Media,56,High,Small,26260,0,Good,Single,1,Low,0,PhD,Male,2,38,0,Fair,43,0,5364,1,56+,Medium,12.666666666666666,Stagnant (No Promos),Low Income,Has Dependents
Mid,Average,Technology,20,Very High,Medium,12086,0,Good,Divorced,0,High,1,Associate Degree,Male,1,3,1,Poor,91,0,9954,0,18-25,Long,1.5,Fast Promotion,High Income,No Dependents
Mid,High,Healthcare,34,High,Small,45977,0,Good,Divorced,0,High,0,PhD,Male,1,12,0,Good,69,0,8096,0,26-35,Long,6.0,Average Promotion,Middle Income,No Dependents
Mid,Average,Technology,44,Very High,Small,16918,0,Good,Single,0,Low,1,High School,Male,1,18,0,Poor,75,0,10897,2,36-45,Long,9.0,Average Promotion,High Income,Has Dependents
Entry,Average,Healthcare,42,High,Small,42570,0,Good,Single,1,High,1,Bachelor’s Degree,Male,0,16,0,Fair,29,0,8717,3,36-45,Short,16.0,Stagnant (No Promos),High Income,Has Dependents
Mid,Below Average,Technology,38,High,Medium,47351,0,Good,Divorced,1,Medium,0,Master’s Degree,Female,1,28,0,Excellent,39,0,7263,3,36-45,Medium,14.0,Stagnant (No Promos),Middle Income,Has Dependents
Mid,Average,Healthcare,33,High,Medium,67008,0,Fair,Married,0,Medium,0,PhD,Male,0,24,0,Fair,43,0,9774,0,26-35,Medium,24.0,Stagnant (No Promos),High Income,No Dependents
Senior,High,Technology,47,Medium,Medium,58487,0,Excellent,Married,1,Medium,0,Master’s Degree,Female,0,21,0,Good,92,0,8050,2,46-55,Long,21.0,Stagnant (No Promos),Middle Income,Has Dependents
Entry,Average,Media,51,Medium,Small,24225,0,Fair,Single,0,Low,1,Master’s Degree,Male,1,41,0,Good,62,0,6586,0,46-55,Medium,20.5,Stagnant (No Promos),Middle Income,No Dependents
Entry,Average,Media,24,High,Small,18981,0,Good,Divorced,1,Medium,0,Bachelor’s Degree,Female,0,3,0,Good,50,0,5652,0,18-25,Medium,3.0,Fast Promotion,Low Income,No Dependents
Entry,Average,Healthcare,41,Low,Medium,34245,0,Poor,Single,1,Medium,1,Bachelor’s Degree,Female,2,7,0,Fair,32,1,7447,1,36-45,Short,2.3333333333333335,Fast Promotion,Middle Income,Has Dependents
Mid,Average,Media,54,Medium,Medium,38820,0,Good,Single,1,Low,0,High School,Male,0,15,0,Good,86,0,5958,0,46-55,Long,15.0,Stagnant (No Promos),Low Income,No Dependents
Entry,Average,Technology,46,Very High,Large,37164,0,Fair,Single,0,Medium,1,High School,Male,0,22,0,Fair,20,0,9830,1,46-55,Short,22.0,Stagnant (No Promos),High Income,Has Dependents
Entry,Average,Technology,54,Medium,Medium,49578,0,Good,Single,0,Medium,0,Associate Degree,Male,3,40,0,Fair,51,0,9316,3,46-55,Medium,10.0,Average Promotion,High Income,Has Dependents
Senior,Average,Technology,20,Very High,Medium,36842,0,Good,Married,0,Low,0,Associate Degree,Male,1,11,0,Fair,91,0,8945,3,18-25,Long,5.5,Average Promotion,High Income,Has Dependents
Mid,Low,Finance,45,Very High,Medium,1824,1,Good,Single,0,Medium,1,Associate Degree,Female,1,35,1,Good,22,0,7434,1,36-45,Short,17.5,Stagnant (No Promos),Middle Income,Has Dependents
Entry,Average,Healthcare,26,Medium,Medium,43077,0,Poor,Divorced,0,High,0,Bachelor’s Degree,Female,0,4,0,Good,89,0,8984,2,26-35,Long,4.0,Fast Promotion,High Income,Has Dependents
Entry,Average,Media,36,High,Small,53083,0,Good,Married,1,Low,1,Bachelor’s Degree,Female,0,25,0,Poor,52,0,6592,3,36-45,Medium,25.0,Stagnant (No Promos),Middle Income,Has Dependents
Entry,Low,Healthcare,26,High,Large,42956,0,Good,Single,0,Low,1,High School,Male,1,1,0,Good,89,0,7916,6,26-35,Long,0.5,Fast Promotion,Middle Income,Has Dependents
Entry,Below Average,Media,28,Very High,Medium,3123,0,Excellent,Married,0,Medium,1,Bachelor’s Degree,Female,1,7,0,Good,12,0,6256,2,26-35,Short,3.5,Fast Promotion,Middle Income,Has Dependents
Mid,High,Education,55,Medium,Medium,5292,0,Good,Single,0,Medium,0,Associate Degree,Male,2,38,0,Poor,37,0,5364,1,46-55,Medium,12.666666666666666,Stagnant (No Promos),Low Income,Has Dependents
Mid,Average,Technology,28,High,Small,24928,0,Poor,Married,0,Low,0,Associate Degree,Male,0,2,0,Good,9,0,10758,4,26-35,Short,2.0,Fast Promotion,High Income,Has Dependents
Entry,Average,Media,52,High,Small,10286,0,Poor,Single,0,Medium,0,Bachelor’s Degree,Male,3,36,1,Excellent,19,0,6745,3,46-55,Short,9.0,Average Promotion,Middle Income,Has Dependents
Senior,Low,Education,36,High,Small,70996,0,Fair,Married,0,Low,0,Associate Degree,Male,0,5,0,Good,30,0,4733,0,36-45,Short,5.0,Fast Promotion,Low Income,No Dependents
Entry,Below Average,Media,36,Medium,Small,51826,0,Fair,Divorced,0,High,1,Master’s Degree,Female,1,16,0,Fair,10,0,6344,4,36-45,Short,8.0,Average Promotion,Middle Income,Has Dependents
Senior,High,Finance,45,High,Small,48595,0,Good,Married,1,Medium,0,Bachelor’s Degree,Female,0,13,0,Good,5,1,10525,0,36-45,Short,13.0,Stagnant (No Promos),High Income,No Dependents
Senior,Average,Media,34,Very High,Small,21124,0,Good,Single,0,High,1,High School,Female,0,4,0,Fair,1,0,5677,1,26-35,Short,4.0,Fast Promotion,Low Income,Has Dependents
Mid,High,Finance,29,Medium,Medium,38126,0,Fair,Single,0,Low,1,High School,Female,2,16,1,Excellent,55,1,7331,5,26-35,Medium,5.333333333333333,Average Promotion,Middle Income,Has Dependents
Mid,Below Average,Finance,55,High,Medium,4688,0,Good,Single,1,Medium,0,High School,Female,2,20,1,Fair,2,1,8423,2,46-55,Short,6.666666666666667,Average Promotion,High Income,Has Dependents
Senior,Average,Technology,39,High,Medium,21414,0,Fair,Single,0,Low,1,Bachelor’s Degree,Female,0,11,0,Fair,80,0,11264,0,36-45,Long,11.0,Average Promotion,High Income,No Dependents
Entry,Average,Healthcare,20,High,Medium,38100,0,Fair,Married,0,High,1,Master’s Degree,Female,0,5,0,Fair,82,0,8030,0,18-25,Long,5.0,Fast Promotion,Middle Income,No Dependents
Entry,Average,Technology,33,Medium,Medium,29250,0,Good,Married,0,High,0,High School,Female,1,23,0,Fair,47,0,12406,4,26-35,Medium,11.5,Average Promotion,High Income,Has Dependents
Entry,Average,Healthcare,51,Very High,Small,53820,0,Excellent,Single,1,Low,1,Associate Degree,Male,1,29,0,Good,30,0,6899,3,46-55,Short,14.5,Stagnant (No Promos),Middle Income,Has Dependents
Mid,High,Education,42,High,Small,64988,0,Good,Single,0,Medium,1,Bachelor’s Degree,Female,0,5,0,Good,6,0,4569,0,36-45,Short,5.0,Fast Promotion,Low Income,No Dependents
Senior,Below Average,Education,22,High,Large,51455,0,Good,Divorced,1,Low,1,Bachelor’s Degree,Male,0,4,0,Good,8,0,4572,1,18-25,Short,4.0,Fast Promotion,Low Income,Has Dependents
Senior,Average,Media,30,Very High,Medium,66821,0,Good,Married,0,Medium,0,High School,Female,1,15,0,Excellent,23,0,5677,0,26-35,Short,7.5,Average Promotion,Low Income,No Dependents
Mid,Average,Education,25,High,Small,59632,0,Good,Single,0,Medium,1,Associate Degree,Female,4,6,0,Fair,29,0,4713,2,18-25,Short,1.2,Fast Promotion,Low Income,Has Dependents
Mid,Average,Technology,32,Very High,Medium,65570,0,Poor,Married,1,Low,0,Bachelor’s Degree,Male,1,7,0,Good,93,0,9267,1,26-35,Long,3.5,Fast Promotion,High Income,Has Dependents
Entry,High,Technology,30,High,Small,73949,0,Excellent,Single,0,Low,0,Associate Degree,Male,2,14,0,Fair,88,0,8848,3,26-35,Long,4.666666666666667,Fast Promotion,High Income,Has Dependents
Mid,Average,Education,40,High,Medium,31323,0,Fair,Married,0,Low,1,Bachelor’s Degree,Male,2,27,1,Fair,16,0,5178,2,36-45,Short,9.0,Average Promotion,Low Income,Has Dependents
Entry,Below Average,Technology,40,High,Small,29072,0,Good,Married,0,Medium,1,High School,Female,1,1,0,Fair,16,0,10398,3,36-45,Short,0.5,Fast Promotion,High Income,Has Dependents
Senior,Average,Healthcare,28,Medium,Small,30429,0,Poor,Single,0,Low,0,High School,Female,0,14,1,Excellent,20,0,6819,4,26-35,Short,14.0,Stagnant (No Promos),Middle Income,Has Dependents
Mid,Below Average,Technology,21,Medium,Small,15019,0,Poor,Divorced,0,Medium,1,High School,Female,1,10,0,Fair,68,0,12570,0,18-25,Long,5.0,Fast Promotion,High Income,No Dependents
Entry,Average,Education,32,Medium,Large,18701,0,Good,Married,0,Medium,0,High School,Male,0,12,0,Poor,36,0,6556,3,26-35,Medium,12.0,Average Promotion,Middle Income,Has Dependents
Mid,Average,Education,35,Very High,Small,71982,0,Fair,Single,0,Low,0,High School,Male,1,11,1,Excellent,24,1,6278,4,26-35,Short,5.5,Average Promotion,Middle Income,Has Dependents
Mid,High,Healthcare,38,High,Small,58922,0,Excellent,Married,0,Low,1,Bachelor’s Degree,Female,1,21,0,Poor,22,0,6785,0,36-45,Short,10.5,Average Promotion,Middle Income,No Dependents
Senior,Average,Technology,29,High,Medium,6188,0,Poor,Single,0,Medium,1,High School,Male,0,12,0,Fair,9,1,9323,3,26-35,Short,12.0,Average Promotion,High Income,Has Dependents
Mid,Average,Education,45,High,Medium,17647,0,Good,Divorced,0,High,1,Bachelor’s Degree,Female,0,35,0,Good,98,0,4576,0,36-45,Long,35.0,Stagnant (No Promos),Low Income,No Dependents
Entry,Average,Healthcare,33,Medium,Medium,55771,0,Poor,Divorced,0,High,0,Associate Degree,Female,1,25,0,Good,70,1,8016,2,26-35,Long,12.5,Stagnant (No Promos),Middle Income,Has Dependents
Mid,Average,Finance,33,High,Large,34135,0,Good,Married,0,Medium,0,Bachelor’s Degree,Female,2,13,0,Good,19,0,6877,1,26-35,Short,4.333333333333333,Fast Promotion,Middle Income,Has Dependents
Mid,High,Technology,27,Medium,Medium,43971,0,Good,Single,0,High,1,Bachelor’s Degree,Female,0,17,0,Poor,22,1,11739,2,26-35,Short,17.0,Stagnant (No Promos),High Income,Has Dependents
Senior,Average,Education,43,High,Medium,71678,0,Poor,Married,0,Low,1,High School,Female,0,22,0,Fair,85,0,4297,0,36-45,Long,22.0,Stagnant (No Promos),Low Income,No Dependents
Mid,Below Average,Education,58,Very High,Medium,41396,0,Good,Divorced,1,Low,1,High School,Male,0,10,0,Poor,46,0,5316,1,56+,Medium,10.0,Average Promotion,Low Income,Has Dependents
Senior,Average,Technology,19,High,Medium,39449,0,Poor,Single,0,Medium,0,High School,Female,3,3,0,Good,45,1,7508,0,18-25,Medium,0.75,Fast Promotion,Middle Income,No Dependents
Entry,Below Average,Finance,54,Medium,Medium,33749,0,Excellent,Married,0,Medium,0,Associate Degree,Male,1,23,0,Fair,99,0,9622,1,46-55,Long,11.5,Average Promotion,High Income,Has Dependents
Entry,Average,Finance,42,Medium,Medium,73192,0,Good,Single,0,Low,0,High School,Male,0,1,0,Excellent,12,0,5746,2,36-45,Short,1.0,Fast Promotion,Low Income,Has Dependents
Mid,Average,Finance,54,Very High,Large,12915,0,Good,Divorced,0,Low,0,Associate Degree,Male,0,12,1,Fair,26,0,12119,3,46-55,Short,12.0,Average Promotion,High Income,Has Dependents
Mid,Average,Healthcare,26,Very High,Large,45022,0,Poor,Divorced,0,Low,1,High School,Male,1,17,0,Poor,93,0,8083,1,26-35,Long,8.5,Average Promotion,Middle Income,Has Dependents
Mid,High,Technology,57,High,Small,42918,0,Good,Married,0,High,0,Master’s Degree,Female,0,27,0,Fair,42,0,9742,0,56+,Medium,27.0,Stagnant (No Promos),High Income,No Dependents
Mid,Below Average,Technology,36,High,Large,46302,0,Excellent,Single,0,Low,1,Associate Degree,Female,0,14,0,Poor,34,0,8869,0,36-45,Short,14.0,Stagnant (No Promos),High Income,No Dependents
Senior,Below Average,Education,40,High,Medium,65853,0,Good,Single,0,Very High,0,High School,Male,0,22,1,Fair,97,0,4126,3,36-45,Long,22.0,Stagnant (No Promos),Low Income,Has Dependents
Mid,Average,Education,22,Medium,Small,69542,0,Good,Married,0,Medium,1,Master’s Degree,Male,1,9,0,Fair,91,0,4124,1,18-25,Long,4.5,Fast Promotion,Low Income,Has Dependents
Mid,Below Average,Media,26,High,Medium,45108,0,Good,Divorced,0,Low,0,High School,Male,2,9,1,Excellent,85,0,6162,0,26-35,Long,3.0,Fast Promotion,Middle Income,No Dependents
Mid,Average,Finance,35,High,Medium,1154,0,Poor,Single,1,Low,1,PhD,Female,2,5,1,Good,63,0,8157,0,26-35,Medium,1.6666666666666667,Fast Promotion,Middle Income,No Dependents
Mid,Average,Media,35,Low,Medium,74018,0,Fair,Single,1,Medium,0,Master’s Degree,Female,1,5,0,Good,27,0,6809,0,26-35,Short,2.5,Fast Promotion,Middle Income,No Dependents
Senior,Average,Healthcare,48,Very High,Large,9042,0,Poor,Married,1,Very High,0,Bachelor’s Degree,Female,3,32,1,Good,10,0,7244,6,46-55,Short,8.0,Average Promotion,Middle Income,Has Dependents
Mid,Below Average,Education,45,Very High,Medium,3059,0,Poor,Married,1,Low,1,Master’s Degree,Male,2,10,0,Good,57,0,5909,4,36-45,Medium,3.3333333333333335,Fast Promotion,Low Income,Has Dependents
Entry,Average,Healthcare,27,Very High,Small,9022,0,Good,Married,0,Medium,1,Bachelor’s Degree,Female,0,16,0,Good,48,0,9743,1,26-35,Medium,16.0,Stagnant (No Promos),High Income,Has Dependents
Senior,Average,Healthcare,46,Medium,Medium,23737,0,Excellent,Single,1,Low,0,Master’s Degree,Male,0,2,0,Good,21,0,7622,4,46-55,Short,2.0,Fast Promotion,Middle Income,Has Dependents
Senior,Average,Healthcare,57,High,Medium,61798,0,Poor,Married,1,Low,0,Master’s Degree,Female,2,26,0,Fair,69,0,7672,1,56+,Long,8.666666666666666,Average Promotion,Middle Income,Has Dependents
Mid,Average,Technology,50,High,Medium,69724,0,Good,Single,0,Low,0,Bachelor’s Degree,Female,0,15,1,Good,24,1,6674,5,46-55,Short,15.0,Stagnant (No Promos),Middle Income,Has Dependents
Senior,High,Media,20,Medium,Medium,37093,0,Excellent,Married,0,Medium,0,Bachelor’s Degree,Male,0,6,0,Good,80,0,6803,0,18-25,Long,6.0,Average Promotion,Middle Income,No Dependents
Mid,High,Education,21,Medium,Medium,70169,0,Fair,Married,1,Low,0,Master’s Degree,Male,0,7,0,Good,57,0,5352,1,18-25,Medium,7.0,Average Promotion,Low Income,Has Dependents
Entry,Average,Technology,59,High,Small,30839,0,Good,Single,0,Very High,1,Bachelor’s Degree,Male,2,39,1,Fair,10,0,10643,2,56+,Short,13.0,Stagnant (No Promos),High Income,Has Dependents
Entry,Average,Finance,21,Medium,Medium,31944,0,Poor,Married,0,High,0,Associate Degree,Female,3,7,0,Excellent,90,0,5273,0,18-25,Long,1.75,Fast Promotion,Low Income,No Dependents
Entry,Average,Healthcare,21,Medium,Small,18465,0,Good,Married,0,High,0,Associate Degree,Female,2,3,1,Good,5,0,8897,0,18-25,Short,1.0,Fast Promotion,High Income,No Dependents
Entry,High,Healthcare,33,High,Medium,26765,0,Good,Married,0,Low,0,Bachelor’s Degree,Female,0,18,0,Excellent,5,0,8561,1,26-35,Short,18.0,Stagnant (No Promos),High Income,Has Dependents
Senior,Average,Healthcare,30,High,Large,4239,0,Fair,Single,0,Low,0,Bachelor’s Degree,Male,0,10,0,Poor,9,0,9448,1,26-35,Short,10.0,Average Promotion,High Income,Has Dependents
Mid,Average,Healthcare,19,High,Large,7729,1,Good,Single,0,Low,0,Bachelor’s Degree,Male,0,4,0,Good,31,0,8299,0,18-25,Short,4.0,Fast Promotion,Middle Income,No Dependents
Senior,Average,Education,46,High,Large,46768,0,Poor,Married,1,High,0,Associate Degree,Male,0,32,0,Fair,4,0,4558,3,46-55,Short,32.0,Stagnant (No Promos),Low Income,Has Dependents
Mid,Average,Healthcare,22,Medium,Small,5161,1,Poor,Single,0,Medium,0,Bachelor’s Degree,Male,2,11,1,Good,35,1,7691,0,18-25,Medium,3.6666666666666665,Fast Promotion,Middle Income,No Dependents
Entry,Average,Education,30,High,Medium,30411,0,Good,Married,0,Low,0,Master’s Degree,Male,2,9,1,Good,19,0,3741,4,26-35,Short,3.0,Fast Promotion,Low Income,Has Dependents
Mid,Below Average,Technology,30,Very High,Medium,8613,1,Excellent,Married,0,Low,1,Master’s Degree,Female,0,4,0,Fair,40,0,10625,4,26-35,Medium,4.0,Fast Promotion,High Income,Has Dependents
Mid,Average,Finance,21,Very High,Large,71789,0,Poor,Married,0,Low,0,Master’s Degree,Female,0,8,0,Excellent,98,1,5948,2,18-25,Long,8.0,Average Promotion,Low Income,Has Dependents
Entry,Average,Education,44,Low,Small,26404,0,Good,Single,1,Low,1,High School,Male,1,17,0,Poor,78,0,4794,0,36-45,Long,8.5,Average Promotion,Low Income,No Dependents
Senior,Average,Technology,44,Medium,Small,56619,0,Fair,Divorced,0,Low,0,High School,Male,2,13,0,Excellent,26,0,8171,1,36-45,Short,4.333333333333333,Fast Promotion,Middle Income,Has Dependents
Senior,High,Healthcare,24,High,Small,47452,0,Fair,Married,0,Low,1,Associate Degree,Male,0,13,0,Poor,52,0,6478,0,18-25,Medium,13.0,Stagnant (No Promos),Middle Income,No Dependents
Mid,Average,Technology,25,High,Small,20694,0,Good,Divorced,1,Very High,1,Associate Degree,Male,2,2,0,Fair,40,0,7886,0,18-25,Medium,0.6666666666666666,Fast Promotion,Middle Income,No Dependents
